"year","month","month_name","day","date","day_of_week","day_of_week_num","carrier","airline_name","flight","tailnum","origin","dest","sched_dep_time","dep_time","dep_delay","dep_delay_flag","sched_arr_time","arr_time","arr_delay","arr_delay_flag","on_time","delay_category","air_time","distance","time_period"
2022,8,"Aug",6,2022-08-06,"Sat",7,"DL","Delta","DL5270","N75934","DCA","PHX",1426,1380,-6,0,1732,1690,-2,0,1,"Early/On-Time",186,1488,"Afternoon"
2023,6,"Jun",9,2023-06-09,"Fri",6,"AS","Alaska","AS2129","N60257","DCA","TUS",942,961,19,1,1076,1099,23,1,0,"Delayed",94,755,"Morning"
2021,10,"Oct",7,2021-10-07,"Thu",5,"AS","Alaska","AS5168","N71843","DCA","DFW",810,769,-1,0,1050,1053,3,0,1,"Slightly Late",160,1276,"Early Morning"
2020,12,"Dec",7,2020-12-07,"Mon",2,"WN","Southwest","WN5058","N34339","DCA","AUS",1545,1499,-6,0,1671,1675,4,0,1,"Slightly Late",86,685,"Afternoon"
2021,11,"Nov",9,2021-11-09,"Tue",3,"B6","JetBlue","B68329","N68902","DCA","MCI",1151,1151,0,0,1283,1291,8,0,1,"Slightly Late",92,734,"Morning"
2021,2,"Feb",26,2021-02-26,"Fri",6,"UA","United","UA7466","N74000","DCA","IND",1531,1486,-5,0,1643,1599,-4,0,1,"Early/On-Time",72,572,"Afternoon"
2023,11,"Nov",14,2023-11-14,"Tue",3,"UA","United","UA5137","N11448","DCA","AUS",702,707,5,0,749,761,12,0,1,"Slightly Late",47,378,"Early Morning"
2023,5,"May",3,2023-05-03,"Wed",4,"AA","American","AA734","N72398","DCA","BUF",2156,2109,-7,0,2267,2214,-13,0,1,"Early/On-Time",71,568,"Night"
2019,4,"Apr",19,2019-04-19,"Fri",6,"DL","Delta","DL2909","N51486","DCA","STL",1429,1382,-7,0,1530,1476,-14,0,1,"Early/On-Time",61,486,"Afternoon"
2024,10,"Oct",26,2024-10-26,"Sat",7,"AA","American","AA5499","N40150","DCA","GSP",1211,1170,-1,0,1321,1325,4,0,1,"Slightly Late",70,564,"Afternoon"
2019,7,"Jul",21,2019-07-21,"Sun",1,"DL","Delta","DL3427","N67329","DCA","TPA",1532,1488,-4,0,1586,1542,-4,0,1,"Early/On-Time",54,432,"Afternoon"
2021,4,"Apr",13,2021-04-13,"Tue",3,"WN","Southwest","WN6715","N49930","DCA","SLC",620,579,-1,0,925,882,-3,0,1,"Early/On-Time",185,1477,"Early Morning"
2020,1,"Jan",1,2020-01-01,"Wed",4,"WN","Southwest","WN6100","N85788","DCA","BOS",1920,1875,-5,0,1970,1926,-4,0,1,"Early/On-Time",50,404,"Evening"
2019,5,"May",15,2019-05-15,"Wed",4,"AA","American","AA3546","N60801","DCA","MEM",1937,1892,-5,0,1982,1941,-1,0,1,"Early/On-Time",45,361,"Evening"
2020,8,"Aug",14,2020-08-14,"Fri",6,"AA","American","AA6043","N50788","DCA","BNA",1658,1707,49,1,1695,1741,46,1,0,"Delayed",37,295,"Afternoon"
2021,1,"Jan",31,2021-01-31,"Sun",1,"AA","American","AA4476","N21811","DCA","SAN",1211,1233,22,1,1725,1743,18,1,0,"Delayed",314,2515,"Afternoon"
2024,3,"Mar",29,2024-03-29,"Fri",6,"DL","Delta","DL985","N73490","DCA","ROC",1308,1308,0,0,1339,1298,-1,0,1,"Early/On-Time",31,251,"Afternoon"
2021,3,"Mar",1,2021-03-01,"Mon",2,"DL","Delta","DL5078","N33896","DCA","SFO",1736,1740,4,0,2255,2263,8,0,1,"Slightly Late",319,2549,"Evening"
2019,9,"Sep",26,2019-09-26,"Thu",5,"AS","Alaska","AS4980","N68532","DCA","JAX",1314,1271,-3,0,1446,1450,4,0,1,"Slightly Late",92,732,"Afternoon"
2024,8,"Aug",27,2024-08-27,"Tue",3,"NK","Spirit","NK5172","N10031","DCA","CHS",1517,1650,93,1,1563,1703,100,1,0,"Severely Delayed",46,372,"Afternoon"
2024,2,"Feb",24,2024-02-24,"Sat",7,"AA","American","AA2580","N61479","DCA","CMH",1308,1311,3,0,1342,1357,15,0,1,"Slightly Late",34,275,"Afternoon"
2020,6,"Jun",12,2020-06-12,"Fri",6,"NK","Spirit","NK6170","N99628","DCA","ATL",2106,2109,3,0,2238,2197,-1,0,1,"Early/On-Time",92,740,"Night"
2022,8,"Aug",11,2022-08-11,"Thu",5,"AA","American","AA6883","N11470","DCA","SMF",2148,2106,-2,0,2177,2135,-2,0,1,"Early/On-Time",29,233,"Night"
2022,10,"Oct",19,2022-10-19,"Wed",4,"DL","Delta","DL4137","N84190","DCA","JFK",1350,1351,1,0,1400,1402,2,0,1,"Slightly Late",50,401,"Afternoon"
2024,12,"Dec",29,2024-12-29,"Sun",1,"UA","United","UA5544","N42987","DCA","ELP",954,955,1,0,986,943,-3,0,1,"Early/On-Time",32,256,"Morning"
2021,11,"Nov",6,2021-11-06,"Sat",7,"NK","Spirit","NK8018","N28509","DCA","AUS",1101,1105,4,0,1146,1163,17,1,0,"Delayed",45,362,"Morning"
2019,2,"Feb",14,2019-02-14,"Thu",5,"UA","United","UA9376","N99119","DCA","PVD",845,802,-3,0,956,906,-10,0,1,"Early/On-Time",71,569,"Early Morning"
2021,8,"Aug",12,2021-08-12,"Thu",5,"F9","Frontier","F95097","N51904","DCA","DSM",1625,1626,1,0,1665,1616,-9,0,1,"Early/On-Time",40,316,"Afternoon"
2021,5,"May",10,2021-05-10,"Mon",2,"NK","Spirit","NK6152","N84146","DCA","IAH",2155,2112,-3,0,2371,2371,0,0,1,"Early/On-Time",136,1085,"Night"
2022,10,"Oct",24,2022-10-24,"Mon",2,"DL","Delta","DL5065","N35798","DCA","SMF",844,861,17,1,979,1000,21,1,0,"Delayed",95,762,"Early Morning"
2022,6,"Jun",9,2022-06-09,"Thu",5,"AA","American","AA7601","N40632","DCA","ABQ",1520,1477,-3,0,1650,1653,3,0,1,"Slightly Late",90,717,"Afternoon"
2022,7,"Jul",11,2022-07-11,"Mon",2,"UA","United","UA6170","N80911","DCA","MSY",914,872,-2,0,1030,1032,2,0,1,"Slightly Late",76,606,"Morning"
2024,4,"Apr",18,2024-04-18,"Thu",5,"AA","American","AA5580","N76248","DCA","IAH",1310,1312,2,0,1520,1520,0,0,1,"Early/On-Time",130,1042,"Afternoon"
2021,2,"Feb",28,2021-02-28,"Sun",1,"UA","United","UA7360","N64855","DCA","BOI",1620,1630,10,0,1661,1669,8,0,1,"Slightly Late",41,325,"Afternoon"
2022,12,"Dec",30,2022-12-30,"Fri",6,"AS","Alaska","AS8090","N67887","DCA","ATL",1519,1522,3,0,1660,1617,-3,0,1,"Early/On-Time",101,808,"Afternoon"
2022,1,"Jan",3,2022-01-03,"Mon",2,"AS","Alaska","AS6481","N14229","DCA","RSW",2005,1962,-3,0,2125,2075,-10,0,1,"Early/On-Time",80,639,"Evening"
2024,4,"Apr",21,2024-04-21,"Sun",1,"DL","Delta","DL6575","N51684","DCA","MCI",741,698,-3,0,866,820,-6,0,1,"Early/On-Time",85,680,"Early Morning"
2022,1,"Jan",16,2022-01-16,"Sun",1,"AA","American","AA8587","N27729","DCA","CHS",757,768,11,0,816,828,12,0,1,"Slightly Late",59,470,"Early Morning"
2019,7,"Jul",9,2019-07-09,"Tue",3,"UA","United","UA3701","N29862","DCA","BNA",1309,1267,-2,0,1361,1361,0,0,1,"Early/On-Time",52,414,"Afternoon"
2022,10,"Oct",19,2022-10-19,"Wed",4,"DL","Delta","DL6306","N65003","DCA","MSP",1026,982,-4,0,1257,1216,-1,0,1,"Early/On-Time",151,1206,"Morning"
2019,4,"Apr",13,2019-04-13,"Sat",7,"WN","Southwest","WN7527","N54875","DCA","MSY",1109,1064,-5,0,1218,1176,-2,0,1,"Early/On-Time",69,550,"Morning"
2020,4,"Apr",20,2020-04-20,"Mon",2,"DL","Delta","DL9286","N53266","DCA","ROC",651,609,-2,0,683,687,4,0,1,"Slightly Late",32,255,"Early Morning"
2020,6,"Jun",22,2020-06-22,"Mon",2,"NK","Spirit","NK8873","N83000","DCA","PVD",757,770,13,0,867,879,12,0,1,"Slightly Late",70,561,"Early Morning"
2021,8,"Aug",14,2021-08-14,"Sat",7,"AS","Alaska","AS6342","N56164","DCA","BUF",846,799,-7,0,980,927,-13,0,1,"Early/On-Time",94,751,"Early Morning"
2019,4,"Apr",26,2019-04-26,"Fri",6,"B6","JetBlue","B62249","N19424","DCA","MCI",1735,1739,4,0,1785,1790,5,0,1,"Slightly Late",50,403,"Evening"
2023,2,"Feb",10,2023-02-10,"Fri",6,"WN","Southwest","WN2352","N46528","DCA","IAH",734,688,-6,0,946,898,-8,0,1,"Early/On-Time",132,1060,"Early Morning"
2023,7,"Jul",19,2023-07-19,"Wed",4,"DL","Delta","DL7725","N28075","DCA","ELP",1642,1642,0,0,1782,1740,-2,0,1,"Early/On-Time",100,799,"Afternoon"
2021,3,"Mar",9,2021-03-09,"Tue",3,"AA","American","AA2785","N38298","DCA","SAV",1122,1079,-3,0,1235,1187,-8,0,1,"Early/On-Time",73,583,"Morning"
2020,5,"May",11,2020-05-11,"Mon",2,"AA","American","AA5509","N26703","DCA","SAV",1850,1852,2,0,1970,1979,9,0,1,"Slightly Late",80,640,"Evening"
2023,12,"Dec",17,2023-12-17,"Sun",1,"DL","Delta","DL9926","N10418","DCA","BOI",1903,2011,68,1,2025,2141,76,1,0,"Severely Delayed",82,655,"Evening"
2022,9,"Sep",5,2022-09-05,"Mon",2,"DL","Delta","DL1524","N64965","DCA","IAH",949,905,-4,0,1153,1110,-3,0,1,"Early/On-Time",124,991,"Morning"
2021,8,"Aug",23,2021-08-23,"Mon",2,"NK","Spirit","NK884","N49884","DCA","MSP",1900,1902,2,0,2122,2080,-2,0,1,"Early/On-Time",142,1140,"Evening"
2023,4,"Apr",11,2023-04-11,"Tue",3,"B6","JetBlue","B64000","N14555","DCA","PHX",946,903,-3,0,1284,1229,-15,0,1,"Early/On-Time",218,1746,"Morning"
2020,5,"May",6,2020-05-06,"Wed",4,"DL","Delta","DL2564","N80183","DCA","SEA",2021,2021,0,0,2539,2544,5,0,1,"Slightly Late",318,2541,"Evening"
2024,12,"Dec",31,2024-12-31,"Tue",3,"AS","Alaska","AS7028","N85988","DCA","DEN",1522,1532,10,0,1779,1789,10,0,1,"Slightly Late",177,1419,"Afternoon"
2019,11,"Nov",10,2019-11-10,"Sun",1,"UA","United","UA4376","N90222","DCA","ABQ",607,608,1,0,738,740,2,0,1,"Slightly Late",91,727,"Early Morning"
2023,3,"Mar",13,2023-03-13,"Mon",2,"WN","Southwest","WN5116","N12947","DCA","SEA",1803,1804,1,0,2310,2310,0,0,1,"Early/On-Time",307,2457,"Evening"
2019,8,"Aug",23,2019-08-23,"Fri",6,"F9","Frontier","F93926","N25312","DCA","MSP",806,761,-5,0,1006,948,-18,0,1,"Early/On-Time",120,958,"Early Morning"
2024,3,"Mar",2,2024-03-02,"Sat",7,"AA","American","AA4823","N37723","DCA","PHL",607,607,0,0,718,726,8,0,1,"Slightly Late",71,568,"Early Morning"
2022,9,"Sep",30,2022-09-30,"Fri",6,"UA","United","UA4728","N32316","DCA","SJC",1005,959,-6,0,1135,1089,-6,0,1,"Early/On-Time",90,716,"Morning"
2024,9,"Sep",20,2024-09-20,"Fri",6,"UA","United","UA3547","N39401","DCA","SLC",826,783,-3,0,1170,1126,-4,0,1,"Early/On-Time",224,1796,"Early Morning"
2023,11,"Nov",10,2023-11-10,"Fri",6,"UA","United","UA5230","N31562","DCA","MIA",939,941,2,0,1068,1026,-2,0,1,"Early/On-Time",89,712,"Morning"
2023,6,"Jun",15,2023-06-15,"Thu",5,"AA","American","AA1295","N85442","DCA","LGA",1721,1677,-4,0,1771,1719,-12,0,1,"Early/On-Time",50,402,"Evening"
2022,3,"Mar",21,2022-03-21,"Mon",2,"AA","American","AA9502","N84992","DCA","CHS",1408,1565,117,1,1462,1621,119,1,0,"Severely Delayed",54,435,"Afternoon"
2023,5,"May",1,2023-05-01,"Mon",2,"DL","Delta","DL7541","N17318","DCA","OMA",1139,1097,-2,0,1261,1263,2,0,1,"Slightly Late",82,653,"Morning"
2023,11,"Nov",29,2023-11-29,"Wed",4,"WN","Southwest","WN7840","N82005","DCA","MIA",1134,1087,-7,0,1268,1226,-2,0,1,"Early/On-Time",94,752,"Morning"
2021,11,"Nov",22,2021-11-22,"Mon",2,"AA","American","AA3024","N84591","DCA","BOS",1125,1080,-5,0,1171,1124,-7,0,1,"Early/On-Time",46,371,"Morning"
2019,8,"Aug",2,2019-08-02,"Fri",6,"AS","Alaska","AS1907","N73920","DCA","SEA",2007,2046,39,1,2464,2495,31,1,0,"Delayed",297,2379,"Evening"
2020,4,"Apr",7,2020-04-07,"Tue",3,"NK","Spirit","NK5195","N73526","DCA","CLT",1722,1736,14,0,1869,1887,18,1,0,"Delayed",107,859,"Evening"
2022,6,"Jun",4,2022-06-04,"Sat",7,"UA","United","UA9670","N91101","DCA","AUS",1748,1707,-1,0,1868,1873,5,0,1,"Slightly Late",80,638,"Evening"
2023,1,"Jan",30,2023-01-30,"Mon",2,"DL","Delta","DL5528","N47727","DCA","EWR",819,778,-1,0,951,906,-5,0,1,"Early/On-Time",92,738,"Early Morning"
2021,9,"Sep",15,2021-09-15,"Wed",4,"DL","Delta","DL1972","N49096","DCA","STL",1823,1829,6,0,1875,1882,7,0,1,"Slightly Late",52,417,"Evening"
2019,6,"Jun",2,2019-06-02,"Sun",1,"F9","Frontier","F94785","N23467","DCA","FLL",1705,1663,-2,0,1817,1828,11,0,1,"Slightly Late",72,573,"Evening"
2024,11,"Nov",19,2024-11-19,"Tue",3,"AA","American","AA6255","N97417","DCA","JFK",622,578,-4,0,675,623,-12,0,1,"Early/On-Time",53,425,"Early Morning"
2021,11,"Nov",29,2021-11-29,"Mon",2,"AA","American","AA9320","N24432","DCA","MSP",1928,1886,-2,0,2145,2100,-5,0,1,"Early/On-Time",137,1098,"Evening"
2019,7,"Jul",30,2019-07-30,"Tue",3,"DL","Delta","DL4878","N69955","DCA","DTW",1243,1243,0,0,1351,1304,-7,0,1,"Early/On-Time",68,545,"Afternoon"
2020,10,"Oct",13,2020-10-13,"Tue",3,"AA","American","AA3458","N45021","DCA","DEN",1613,1570,-3,0,1923,1882,-1,0,1,"Early/On-Time",190,1516,"Afternoon"
2019,7,"Jul",20,2019-07-20,"Sat",7,"AS","Alaska","AS2865","N46563","DCA","ABQ",807,761,-6,0,915,918,3,0,1,"Slightly Late",68,546,"Early Morning"
2022,2,"Feb",16,2022-02-16,"Wed",4,"B6","JetBlue","B65109","N68967","DCA","HOU",1951,1953,2,0,1980,1988,8,0,1,"Slightly Late",29,229,"Evening"
2021,3,"Mar",24,2021-03-24,"Wed",4,"UA","United","UA1053","N68934","DCA","MSP",1442,1392,-10,0,1667,1613,-14,0,1,"Early/On-Time",145,1159,"Afternoon"
2024,12,"Dec",10,2024-12-10,"Tue",3,"AA","American","AA3638","N44626","DCA","SAN",1923,1948,25,1,2423,2453,30,1,0,"Delayed",300,2403,"Evening"
2024,11,"Nov",8,2024-11-08,"Fri",6,"NK","Spirit","NK5001","N75525","DCA","MKE",652,654,2,0,757,714,-3,0,1,"Early/On-Time",65,522,"Early Morning"
2022,2,"Feb",7,2022-02-07,"Mon",2,"F9","Frontier","F97099","N19250","DCA","HOU",616,574,-2,0,642,646,4,0,1,"Slightly Late",26,211,"Early Morning"
2020,5,"May",13,2020-05-13,"Wed",4,"B6","JetBlue","B63106","N75485","DCA","MKE",2057,2008,-9,0,2178,2129,-9,0,1,"Early/On-Time",81,650,"Evening"
2023,12,"Dec",20,2023-12-20,"Wed",4,"AA","American","AA6965","N66958","DCA","STL",2003,2004,1,0,2038,1993,-5,0,1,"Early/On-Time",35,280,"Evening"
2021,7,"Jul",16,2021-07-16,"Fri",6,"DL","Delta","DL1420","N69926","DCA","CHS",1106,1063,-3,0,1151,1153,2,0,1,"Slightly Late",45,360,"Morning"
2022,11,"Nov",21,2022-11-21,"Mon",2,"AA","American","AA1403","N18083","DCA","TUS",746,697,-9,0,849,797,-12,0,1,"Early/On-Time",63,501,"Early Morning"
2019,3,"Mar",16,2019-03-16,"Sat",7,"AA","American","AA8349","N44831","DCA","PVD",725,731,6,0,864,821,-3,0,1,"Early/On-Time",99,794,"Early Morning"
2021,4,"Apr",30,2021-04-30,"Fri",6,"DL","Delta","DL9386","N97442","DCA","SAN",728,731,3,0,1236,1242,6,0,1,"Slightly Late",308,2465,"Early Morning"
2024,1,"Jan",28,2024-01-28,"Sun",1,"UA","United","UA3752","N42146","DCA","MIA",1908,1914,6,0,2056,2065,9,0,1,"Slightly Late",108,863,"Evening"
2023,10,"Oct",15,2023-10-15,"Sun",1,"DL","Delta","DL8039","N69695","DCA","SYR",1625,1580,-5,0,1748,1700,-8,0,1,"Early/On-Time",83,665,"Afternoon"
2020,10,"Oct",9,2020-10-09,"Fri",6,"WN","Southwest","WN4596","N21175","DCA","IAH",2207,2163,-4,0,2418,2420,2,0,1,"Slightly Late",131,1046,"Night"
2019,1,"Jan",15,2019-01-15,"Tue",3,"DL","Delta","DL6752","N93470","DCA","MSP",1038,994,-4,0,1273,1277,4,0,1,"Slightly Late",155,1240,"Morning"
2019,11,"Nov",16,2019-11-16,"Sat",7,"AA","American","AA7501","N40637","DCA","JAX",1330,1285,-5,0,1378,1328,-10,0,1,"Early/On-Time",48,388,"Afternoon"
2021,12,"Dec",12,2021-12-12,"Sun",1,"AA","American","AA656","N48024","DCA","BNA",1606,1610,4,0,1646,1661,15,0,1,"Slightly Late",40,317,"Afternoon"
2020,5,"May",5,2020-05-05,"Tue",3,"AA","American","AA9855","N75339","DCA","BUF",1319,1320,1,0,1421,1375,-6,0,1,"Early/On-Time",62,500,"Afternoon"
2022,8,"Aug",3,2022-08-03,"Wed",4,"AA","American","AA4914","N73894","DCA","ELP",1144,1103,-1,0,1187,1194,7,0,1,"Slightly Late",43,347,"Morning"
2022,10,"Oct",6,2022-10-06,"Thu",5,"UA","United","UA6306","N55691","DCA","DTW",940,894,-6,0,1056,1006,-10,0,1,"Early/On-Time",76,611,"Morning"
2021,8,"Aug",10,2021-08-10,"Tue",3,"AA","American","AA1521","N55587","DCA","FLL",1732,1688,-4,0,1758,1711,-7,0,1,"Early/On-Time",26,207,"Evening"
2021,4,"Apr",26,2021-04-26,"Mon",2,"AA","American","AA2347","N22483","DCA","SMF",1147,1104,-3,0,1204,1160,-4,0,1,"Early/On-Time",57,456,"Morning"
2021,1,"Jan",16,2021-01-16,"Sat",7,"DL","Delta","DL649","N17585","DCA","DTW",1650,1652,2,0,1676,1677,1,0,1,"Slightly Late",26,207,"Afternoon"
2023,3,"Mar",30,2023-03-30,"Thu",5,"DL","Delta","DL7499","N95983","DCA","ORD",647,650,3,0,889,892,3,0,1,"Slightly Late",162,1294,"Early Morning"
2024,7,"Jul",29,2024-07-29,"Mon",2,"AA","American","AA7047","N12296","DCA","JAX",803,808,5,0,860,861,1,0,1,"Slightly Late",57,454,"Early Morning"
2023,9,"Sep",1,2023-09-01,"Fri",6,"B6","JetBlue","B64489","N30767","DCA","MCI",836,850,14,0,867,878,11,0,1,"Slightly Late",31,245,"Early Morning"
2020,1,"Jan",13,2020-01-13,"Mon",2,"AS","Alaska","AS4536","N55685","DCA","MEM",1729,1732,3,0,1772,1774,2,0,1,"Slightly Late",43,346,"Evening"
2023,1,"Jan",12,2023-01-12,"Thu",5,"AA","American","AA2651","N84902","DCA","ROC",714,670,-4,0,830,786,-4,0,1,"Early/On-Time",76,611,"Early Morning"
2021,12,"Dec",31,2021-12-31,"Fri",6,"AA","American","AA4534","N26652","DCA","IAH",643,601,-2,0,878,827,-11,0,1,"Early/On-Time",155,1239,"Early Morning"
2022,5,"May",11,2022-05-11,"Wed",4,"AA","American","AA1177","N66053","DCA","SAV",732,733,1,0,849,851,2,0,1,"Slightly Late",77,618,"Early Morning"
2019,10,"Oct",27,2019-10-27,"Sun",1,"AS","Alaska","AS3082","N49667","DCA","SAT",1607,1762,115,1,1727,1879,112,1,0,"Severely Delayed",80,642,"Afternoon"
2024,12,"Dec",17,2024-12-17,"Tue",3,"NK","Spirit","NK419","N18331","DCA","SFO",927,936,9,0,1433,1445,12,0,1,"Slightly Late",306,2452,"Morning"
2023,6,"Jun",15,2023-06-15,"Thu",5,"AA","American","AA7984","N94468","DCA","SLC",613,617,4,0,949,908,-1,0,1,"Early/On-Time",216,1730,"Early Morning"
2022,6,"Jun",28,2022-06-28,"Tue",3,"DL","Delta","DL436","N56072","DCA","PBI",1819,1774,-5,0,1853,1808,-5,0,1,"Early/On-Time",34,273,"Evening"
2023,12,"Dec",12,2023-12-12,"Tue",3,"B6","JetBlue","B66512","N38921","DCA","LAX",1816,1859,43,1,2328,2369,41,1,0,"Delayed",312,2493,"Evening"
2022,6,"Jun",4,2022-06-04,"Sat",7,"AA","American","AA4910","N12428","DCA","OMA",648,668,20,1,675,684,9,0,1,"Slightly Late",27,217,"Early Morning"
2022,8,"Aug",6,2022-08-06,"Sat",7,"AA","American","AA7261","N87148","DCA","CMH",2135,2155,20,1,2181,2194,13,0,1,"Slightly Late",46,371,"Night"
2023,9,"Sep",18,2023-09-18,"Mon",2,"AA","American","AA2767","N32579","DCA","EWR",1955,2068,73,1,1984,2096,72,1,0,"Severely Delayed",29,232,"Evening"
2022,7,"Jul",28,2022-07-28,"Thu",5,"UA","United","UA5629","N15823","DCA","BOS",648,648,0,0,700,656,-4,0,1,"Early/On-Time",52,420,"Early Morning"
2019,8,"Aug",7,2019-08-07,"Wed",4,"WN","Southwest","WN1188","N11178","DCA","BOI",1444,1400,-4,0,1503,1459,-4,0,1,"Early/On-Time",59,469,"Afternoon"
2020,6,"Jun",6,2020-06-06,"Sat",7,"B6","JetBlue","B6532","N38746","DCA","SMF",721,679,-2,0,845,803,-2,0,1,"Early/On-Time",84,673,"Early Morning"
2021,4,"Apr",10,2021-04-10,"Sat",7,"DL","Delta","DL1429","N46822","DCA","SAN",842,867,25,1,1284,1307,23,1,0,"Delayed",282,2258,"Early Morning"
2024,2,"Feb",28,2024-02-28,"Wed",4,"AA","American","AA9743","N61638","DCA","FLL",1639,1639,0,0,1765,1771,6,0,1,"Slightly Late",86,685,"Afternoon"
2022,8,"Aug",27,2022-08-27,"Sat",7,"UA","United","UA9220","N44942","DCA","PBI",1303,1257,-6,0,1355,1356,1,0,1,"Slightly Late",52,417,"Afternoon"
2019,11,"Nov",19,2019-11-19,"Tue",3,"UA","United","UA7973","N32158","DCA","MCO",829,864,35,1,962,996,34,1,0,"Delayed",93,741,"Early Morning"
2023,3,"Mar",14,2023-03-14,"Tue",3,"DL","Delta","DL8523","N54513","DCA","CLE",1605,1608,3,0,1732,1735,3,0,1,"Slightly Late",87,695,"Afternoon"
2023,12,"Dec",6,2023-12-06,"Wed",4,"DL","Delta","DL2951","N73660","DCA","EWR",1534,1540,6,0,1657,1674,17,1,0,"Delayed",83,667,"Afternoon"
2023,6,"Jun",29,2023-06-29,"Thu",5,"UA","United","UA4788","N44313","DCA","BOS",2252,2264,12,0,2304,2315,11,0,1,"Slightly Late",52,419,"Night"
2022,11,"Nov",19,2022-11-19,"Sat",7,"AA","American","AA5573","N24067","DCA","EWR",2246,2246,0,0,2294,2242,-12,0,1,"Early/On-Time",48,384,"Night"
2022,12,"Dec",12,2022-12-12,"Mon",2,"WN","Southwest","WN4576","N52229","DCA","SYR",858,860,2,0,975,932,-3,0,1,"Early/On-Time",77,617,"Early Morning"
2020,10,"Oct",24,2020-10-24,"Sat",7,"WN","Southwest","WN1535","N23119","DCA","CMH",1338,1296,-2,0,1440,1384,-16,0,1,"Early/On-Time",62,495,"Afternoon"
2020,10,"Oct",4,2020-10-04,"Sun",1,"AA","American","AA5038","N18407","DCA","MIA",647,605,-2,0,778,733,-5,0,1,"Early/On-Time",91,727,"Early Morning"
2021,8,"Aug",16,2021-08-16,"Mon",2,"AA","American","AA2468","N57921","DCA","SYR",942,900,-2,0,1074,1029,-5,0,1,"Early/On-Time",92,733,"Morning"
2021,12,"Dec",7,2021-12-07,"Tue",3,"AA","American","AA7815","N21805","DCA","MEM",1708,1820,72,1,1738,1851,73,1,0,"Severely Delayed",30,243,"Evening"
2022,6,"Jun",4,2022-06-04,"Sat",7,"NK","Spirit","NK6060","N87986","DCA","SAV",1336,1341,5,0,1390,1393,3,0,1,"Slightly Late",54,429,"Afternoon"
2019,11,"Nov",11,2019-11-11,"Mon",2,"DL","Delta","DL8162","N79285","DCA","OMA",625,625,0,0,755,714,-1,0,1,"Early/On-Time",90,718,"Early Morning"
2023,10,"Oct",24,2023-10-24,"Tue",3,"AS","Alaska","AS6758","N46438","DCA","RNO",1452,1452,0,0,1579,1527,-12,0,1,"Early/On-Time",87,695,"Afternoon"
2020,6,"Jun",7,2020-06-07,"Sun",1,"AA","American","AA9055","N16126","DCA","GEG",1952,1907,-5,0,2076,2030,-6,0,1,"Early/On-Time",84,668,"Evening"
2022,6,"Jun",22,2022-06-22,"Wed",4,"DL","Delta","DL5584","N47815","DCA","HOU",1159,1115,-4,0,1197,1151,-6,0,1,"Early/On-Time",38,303,"Morning"
2021,3,"Mar",16,2021-03-16,"Tue",3,"AS","Alaska","AS8143","N50222","DCA","ORD",640,595,-5,0,796,748,-8,0,1,"Early/On-Time",116,925,"Early Morning"
2020,10,"Oct",4,2020-10-04,"Sun",1,"DL","Delta","DL8236","N21019","DCA","DFW",800,812,12,0,1029,1046,17,1,0,"Delayed",149,1190,"Early Morning"
2019,10,"Oct",15,2019-10-15,"Tue",3,"DL","Delta","DL7712","N29655","DCA","PVD",656,656,0,0,695,649,-6,0,1,"Early/On-Time",39,309,"Early Morning"
2022,9,"Sep",4,2022-09-04,"Sun",1,"UA","United","UA4464","N16533","DCA","OMA",1023,1035,12,0,1127,1147,20,1,0,"Delayed",64,515,"Morning"
2022,7,"Jul",10,2022-07-10,"Sun",1,"AA","American","AA6783","N53472","DCA","MCO",1445,1563,78,1,1569,1678,69,1,0,"Severely Delayed",84,672,"Afternoon"
2020,1,"Jan",18,2020-01-18,"Sat",7,"DL","Delta","DL3975","N34163","DCA","PBI",1005,1007,2,0,1038,997,-1,0,1,"Early/On-Time",33,267,"Morning"
2021,3,"Mar",3,2021-03-03,"Wed",4,"AA","American","AA6662","N26389","DCA","OMA",1928,1937,9,0,2067,2079,12,0,1,"Slightly Late",99,795,"Evening"
2019,4,"Apr",19,2019-04-19,"Fri",6,"DL","Delta","DL4567","N29608","DCA","BUF",1333,1290,-3,0,1466,1420,-6,0,1,"Early/On-Time",93,746,"Afternoon"
2020,7,"Jul",24,2020-07-24,"Fri",6,"DL","Delta","DL7148","N29755","DCA","RSW",1236,1193,-3,0,1290,1235,-15,0,1,"Early/On-Time",54,429,"Afternoon"
2021,7,"Jul",2,2021-07-02,"Fri",6,"UA","United","UA9881","N92146","DCA","DFW",807,764,-3,0,1018,975,-3,0,1,"Early/On-Time",131,1046,"Early Morning"
2022,3,"Mar",4,2022-03-04,"Fri",6,"F9","Frontier","F98208","N68120","DCA","CMH",1408,1419,11,0,1433,1435,2,0,1,"Slightly Late",25,200,"Afternoon"
2020,6,"Jun",15,2020-06-15,"Mon",2,"DL","Delta","DL7552","N50253","DCA","SFO",1955,1957,2,0,2403,2406,3,0,1,"Slightly Late",288,2303,"Evening"
2021,2,"Feb",2,2021-02-02,"Tue",3,"DL","Delta","DL3570","N10077","DCA","RSW",2041,1992,-9,0,2087,2038,-9,0,1,"Early/On-Time",46,369,"Evening"
2023,11,"Nov",21,2023-11-21,"Tue",3,"NK","Spirit","NK9284","N50497","DCA","BOS",842,801,-1,0,895,897,2,0,1,"Slightly Late",53,421,"Early Morning"
